Authors,Title,Year,Source title,Link,Abstract,Author Keywords,Index Keywords
"Lian J., Zheng Y., Jia W., Zhao Y., Fan M., Wang D., Shang S.","Automated recognition and discrimination of human–animal interactions using Fisher vector and hidden Markov model",2019,"Signal, Image and Video Processing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061317702&doi=10.1007%2fs11760-019-01437-0&partnerID=40&md5=4d0d4eef52897d875986823d26228fff","Human–animal interactions may affect the animal welfare and productivity in rearing environments. Previously proposed human–animal-related techniques focus on the manual discrimination of single animal behaviors or simple human–animal interactions. To address the automatic detection and classification of complex animal behaviors and the animals reactions to human, we propose an approach built upon both the visual representation with Fisher vectors and the end-to-end generative hidden Markov model to facilitate the discrimination of both coarse- and fine-grained animal–human interactions. To satisfy the requirement for abundant data samples of the generative approach, we recorded and annotated more than 480 hours of videos featuring eight persons and 210 laying hens during the process of feeding and cleaning. The experimental results show that the proposed method outperforms state-of-the-art approaches. According to the experimental performance of our method on practical videos, our approach can be used to monitor the human–animal interactions or animal behaviors in modern poultry farms. © 2019, Springer-Verlag London Ltd., part of Springer Nature.","Animal behavior; Artificial intelligence; Classification; Machine vision","Animals; Artificial intelligence; Classification (of information); Computer vision; Hidden Markov models; Animal behavior; Animal welfare; Automated recognition; Automatic Detection; Fisher vectors; Human interactions; State-of-the-art approach; Visual representations; Behavioral research"
"Zehner N., Niederhauser J.J., Schick M., Umstatter C.","Development and validation of a predictive model for calving time based on sensor measurements of ingestive behavior in dairy cows",2019,"Computers and Electronics in Agriculture","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052944213&doi=10.1016%2fj.compag.2018.08.037&partnerID=40&md5=fc3e66b0bc33518d20f98a8238b25e8c","Calving is an event with major impact on working routines in dairy farming and highly affects the physiological state of dairy cows. Hence, it is in the interest of livestock farmers to have information on approaching calving events to ensure a sound birth, health and welfare of the dairy cow and calf for profitable and sustainable milk production. Changes in the ingestive behavior of dairy cows due to the onset of calving have been revealed in several studies. Therefore, sensor data of these behaviors may be useful for automated prediction of calving time. The current study used sensor data of a novel monitoring device for ingestive behavior (RumiWatch noseband sensor, Agroscope, Ettenhausen, Switzerland and Itin+Hoch GmbH, Liestal, Switzerland) of 35 dairy cows for development and validation of a predictive model for calving time. Sensor data obtained from calving events on three farms were used as one training dataset and two independent validation datasets to evaluate the predictive performance of a Naïve Bayes classifier model for calving prediction at 1 h before the start of calving. The model performance was evaluated on an hourly basis for 168 h prior to the start of calving. Combined sensor variables with highest predictive performance were ruminating chews, ruminating boluses, and eating chews (sensitivity = 0.82, specificity = 0.87, positive predictive value = 0.04) in Validation Dataset 1, and ruminating chews per bolus, ruminating chews per minute, eating chews, other activity time, other chews (sensitivity = 0.69, specificity = 0.86, positive predictive value = 0.03) in Validation Dataset 2. These results indicate, that the sensitivity and specificity of the predictive model were satisfying, but the positive predictive value was low and the amount of false positive alerts was considerably high. Although the developed model is therefore not suitable for application in practice, we found that particularly variables of rumination behavior have predictive value and should be taken into consideration for future research on calving detection models. The findings of this study demonstrate that an assessment limited to the terms of sensitivity and specificity may be misleading, as these variables may achieve high values and suggest adequate performance, while the model is not appropriate in the light of its expected use. © 2018 The Authors","Animal monitoring; Naïve Bayes classifier; Precision dairy farming; RumiWatch; Transition cow","Agriculture; Classification (of information); Bayes Classifier; Dairy farming; Positive predictive values; Predictive performance; RumiWatch; Sensitivity and specificity; Sensor measurements; Transition cow; Dairies; cattle; dairy farming; measurement method; milk production; model; model validation; monitoring system; sensor; Switzerland; Animalia"
"Villettaz Robichaud M., Rushen J., de Passillé A.M., Vasseur E., Orsel K., Pellerin D.","Associations between on-farm animal welfare indicators and productivity and profitability on Canadian dairies: I. On freestall farms",2019,"Journal of Dairy Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062805697&doi=10.3168%2fjds.2018-14817&partnerID=40&md5=390b2091475f92a1c70288bac7635648","Motivating dairy producers to financially invest in the improvement of their animals' comfort and welfare can pose some challenges, especially when financial returns are uncertain. Economic advantages for dairy producers associated with increased animal welfare are likely to come from either a premium paid for the milk or increased productivity. The aim of the current study was to evaluate the associations between measures of herd productivity and farm profitability and animal-, management-, and resource-based indicators of cow welfare and comfort. The cow welfare measures were collected during a cow comfort assessment conducted on 130 Canadian freestall dairy farms, including 20 using an automatic milking system. Herd productivity and farm profitability measures were retrieved or calculated from data collected by the regional dairy herd improvement programs, and included milk production and quality, longevity, and economic margins over replacement costs. Univariable and multivariable linear regression models were used to assess the associations between welfare indicators and productivity and profitability measures. Increased yearly corrected milk production was associated with reduced prevalence of cows with knee lesions [β = 7.40; 95% confidence interval (CI): 2.6, 12.2], dirty flanks (β = 26.9; 95% CI: 7.4, 46.5), and lameness (β = 11.7; 95% CI: 3.3, 20.1). The farms' economic margin per cow, calculated over replacement costs, was associated with the within farm average lying time standard deviation (β = −7.2; 95% CI: −12.7, −1.7), percent of stalls with dry bedding (β = 6.4; 95% CI: 1.4, 11.4), and prevalence of cows with knee lesions (β = −5.1; 95% CI: −8.9, −1.3). Some of the relationships found were complex, including several interactions between the animal-, management-, and resource-based measures. Overall, the results suggest that improved cow comfort and welfare on freestall farms is associated with increased herd productivity and profitability, when the latest is calculated by the margins over the replacement costs. © 2019 American Dairy Science Association","productivity; profitability; welfare indicator; well-being","agricultural land; Alberta; animal; animal housing; animal welfare; bovine; dairying; economics; female; Ontario; physiology; procedures; Quebec; Alberta; Animal Welfare; Animals; Cattle; Dairying; Farms; Female; Housing, Animal; Ontario; Quebec"
"Abeni F., Petrera F., Galli A.","A survey of italian dairy farmers’ propensity for precision livestock farming tools",2019,"Animals","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067610374&doi=10.3390%2fani9050202&partnerID=40&md5=aeb2c04f91695144c461597b4ea356d2","A targeted survey was designed with the aim of describing the diffusion of precision livestock farming (PLF) tools in one of the most intensive dairy farming provinces in Italy. Technicians at the Provincial Breeder Association of Cremona interviewed 490 dairy farmers and obtained data regarding the role and age of the respondents; the land owned by the farmers; their herd sizes (HS, lactating plus dry cows; small HS < 101, medium HS 101–200, large HS > 200 cows/herd); their average 305 day milk yield (low MY < 9501, medium MY 9501–10,500, high MY > 10,500 kg/head); the cow to employed worker ratio (low CW < 33, medium CW 33–47, high CW > 47 cows/worker); the use of PLF tools to monitor production, reproduction, and health; and the criteria and motivations for investing in PLF tools. The use of automated MY recording and estrus detection systems was primarily associated with HS (more present in larger farms), followed by MY (more present in more productive farms), and then CW (more present with a high cow: Worker ratio). Concern about the time required to manage data was the most common subjective issue identified as negatively affecting the purchase of these tools. The future of PLF use in this region will depend upon the availability of an effective selection of tools on the market. © 2019, MDPI AG. All rights reserved.","Dairy cow; Estrus detection; Precision livestock farming; Survey; Welfare monitoring","3 hydroxybutyric acid; lactate dehydrogenase; agricultural land; animal welfare; Article; body constitution; body weight; cell count; cow; dairy cattle; dairying; electric conductivity; estrus; feeding behavior; herd; Italian (citizen); milk yield; prediction; propensity score; questionnaire; regression analysis; rumen; somatic cell; summer"
"Schmidt M., Stracke J., Kulke K., Kemper N., Spindler B.","Case study of an automatic enrichment device for laying hens on a free-range laying hen farm",2019,"Agriculture (Switzerland)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067848244&doi=10.3390%2fagriculture9050091&partnerID=40&md5=94954c8ab2c0adc9bac8d429d6f47c71","Access to adequate foraging material can reduce the occurrence of feather pecking and cannibalism in laying hens. Technical devices may help farmers provide enrichment material more effectively. However, research in this field is rare. On a commercial free-range farm with 15,000 laying hens (Lohmann Tradition), an enrichment device was evaluated from the 30th to the 58th week of age (LW). It ran at five time points (TP) in the afternoon and offered five grams of dried maize silage per hen per day. The numbers of hens residing in defined scratching areas (ScA) either beneath the device (ScA 1 and 3) or in a similar area without the device (ScA 2) were determined. Significantly more hens were found in ScA 1 and ScA 3 when the device was running. On average, only 6.96 (±7.00) hens stayed in ScA 2, whereas 31.45 (±5.38) and 33.83 (±6.16) hens stayed in ScA 1 and ScA 3, respectively. The hen numbers for ScA 1 and ScA 3 did not differ significantly, nor did the TPs have an influence on number of hens within ScA 1 and ScA 3. The number of hens beneath the device can serve as a potential indicator of the device’s usage © 2019, MDPI AG. All rights reserved.","Animal welfare; Cannibalism; Feather pecking; Foraging; Intact beak; Maize silage; Technical devices",
"Halachmi I., Guarino M., Bewley J., Pastell M.","Smart Animal Agriculture: Application of Real-Time Sensors to Improve Animal Well-Being and Production",2019,"Annual Review of Animal Biosciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061669636&doi=10.1146%2fannurev-animal-020518-114851&partnerID=40&md5=e3bb2e791bfa56cf4b264c4a97c59196","Consumption of animal products such as meat, milk, and eggs in first-world countries has leveled off, but it is rising precipitously in developing countries. Agriculture will have to increase its output to meet demand, opening the door to increased automation and technological innovation; intensified, sustainable farming; and precision livestock farming (PLF) applications. Early indicators of medical problems, which use sensors to alert cattle farmers early concerning individual animals that need special care, are proliferating. Wearable technologies dominate the market. In less-value-per-animal systems like sheep, goat, pig, poultry, and fish, one sensor, like a camera or robot per herd/flock/school, rather than one sensor per animal, will become common. PLF sensors generate huge amounts of data, and many actors benefit from PLF data. No standards currently exist for sharing sensor-generated data, limiting the use of commercial sensors. Technologies providing accurate data can enhance a well-managed farm. Development of methods to turn the data into actionable solutions is critical. Copyright © 2019 by Annual Reviews. All rights reserved.","animal welfare; farm management; PLF; precision livestock farming","volatile organic compound; acoustics; agriculture; animal health; animal lameness; animal product; animal welfare; animal well-being; biochemical analysis; body constitution; body position; body temperature measurement; brucellosis; dairy cattle; electrocardiography; farming system; feeding behavior; food intake; global positioning system; heart rate variability; human; image analysis; imaging; indoor positioning; inflammation; insemination; milk production; nonhuman; outdoor positioning; pain assessment; photogrammetry; photography; precision livestock farming; Review; sound analysis; stress; support vector machine; sustainable agriculture; thermal imaging; training; vocalization; walking; animal; animal husbandry; devices; fishery; livestock; poultry; procedures; remote sensing; veterinary medicine; Animal Husbandry; Animal Welfare; Animals; Fisheries; Livestock; Poultry; Remote Sensing Technology"
"Winckler C.","Assessing animal welfare at the farm level: Do we care sufficiently about the individual?",2019,"Animal Welfare","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060137233&doi=10.7120%2f09627286.28.1.077&partnerID=40&md5=f1ffb292e2d193e984a4b375e6df90e2","Animal welfare is generally referred to as the quality of an animal’s life as experienced by the individual animal. On-farm welfare assessment, however, usually relies on both individual and group measures. As regards the latter, individual animals are not identified (eg incidence of stereotypic behaviour in a pen) or features of the whole group (eg score obtained from qualitative behaviour assessment) are used. This raises the question whether our current approaches to on-farm assessment sufficiently consider the individual nature of animal welfare. Measures assessed at the group level bear the disadvantage that distribution across group members may be skewed and the most affected individuals are not necessarily identified. However, the importance of knowing about the welfare state of individual animals depends on the purpose of the assessment. If the primary aim is farm assurance, the individual animal is of lesser importance, but non-compliance with thresholds at herd/farm level or comparison with peer farms may induce change. Using individual measures in a sample of animals means that animals not sampled but requiring intervention, eg for treatment of lameness, would have to be identified subsequently. Measures truly taken at the group level make individual interventions difficult, but interventions implemented at the group level (eg reducing stocking density) do not necessarily require information on the individual animal. Automatic detection of welfare-relevant states has received increased attention and identifying individual animals with impaired welfare seems to be promising. Automated early detection of problems may also reduce the ethical dilemma that traditional assessments at the end of the production cycle, eg in broiler chickens, may identify welfare impairments but not directly benefit the affected animals. Reflection on individual and group measures and their consequences for animal welfare may help in interpreting the outcomes of the assessments and stimulate future developments in the field. © 2019 Universities Federation for Animal Welfare The Old School, Brewhouse Hill, Wheathampstead, Hertfordshire AL4 8AN, UK.","Animal welfare; Group measures; Individual measures; On-farm assessment; Purpose; Welfare improvement","adult; agricultural land; animal experiment; animal tissue; animal welfare; article; attention; behavior assessment; broiler; female; herd; incidence; male; nonhuman; outcome assessment; stereotypy; stocking density"
"Abdoli A., Murillo A.C., Yeh C.-C.M., Gerry A.C., Keogh E.J.","Time Series Classification to Improve Poultry Welfare",2019,"Proceedings - 17th IEEE International Conference on Machine Learning and Applications, ICMLA 2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061377558&doi=10.1109%2fICMLA.2018.00102&partnerID=40&md5=b9f3537f5bdc57611ac33758da4c4ec0","Poultry farms are an important contributor to the human food chain. Worldwide, humankind keeps an enormous number of domesticated birds (e.g. chickens) for their eggs and their meat, providing rich sources of low-fat protein. However, around the world, there have been growing concerns about the quality of life for the livestock in poultry farms; and increasingly vocal demands for improved standards of animal welfare. Recent advances in sensing technologies and machine learning allow the possibility of automatically assessing the health of some individual birds, and employing the lessons learned to improve the welfare for all birds. This task superficially appears to be easy, given the dramatic progress in recent years in classifying human behaviors, and given that human behaviors are presumably more complex. However, as we shall demonstrate, classifying chicken behaviors poses several unique challenges, chief among which is creating a generalizable 'dictionary' of behaviors from sparse and noisy data. In this work we introduce a novel time series dictionary learning algorithm that can robustly learn from weakly labeled data sources. © 2018 IEEE.","Animal Welfare; Chicken Behavior; Classification; Motif Discovery; Similarity Search","Agriculture; Behavioral research; Birds; Classification (of information); Machine learning; Time series; Animal welfare; Chicken Behavior; Dictionary learning algorithms; Human food chain; Motif discovery; Sensing technology; Similarity search; Time series classifications; Learning algorithms"
"Doulgerakis V., Kalyvas D., Bocaj E., Giannousis C., Feidakis M., Laliotis G.P., Patrikakis C., Bizelis I.","An animal welfare platform for extensive livestock production systems",2019,"CEUR Workshop Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074836368&partnerID=40&md5=44c99f1433402045dacb384ef60532f9","Recent EU agricultural policy reforms along with EU investment focus dictate a livestock production showing respect to animal welfare. In line, the recent technological advancements in animal activity recognition offer unique insights towards accurate tracking of animal behaviour, reflecting health, status and well-being issues at farm level. Current study presents ongoing progress of the development of an automated system with a single type of wireless sensor able to record indicators of animal’s well-being (i.e. movement, speed and geolocation information of the animal) with low implementation cost, based on Deep Neural Network pattern recognition algorithms. The solution also provides end-users (farmers) with usable and effective information visualisations, so that they take proper actions. Copyright © by the paper’s authors.",,"Agriculture; Ambient intelligence; Animals; Artificial intelligence; Automation; Deep neural networks; Pattern recognition systems; Wireless sensor networks; Accurate tracking; Agricultural policies; Animal activities; Animal behaviour; Automated systems; Implementation cost; Livestock production; Technological advancement; Iodine compounds"
"Stefanova M.","Precision Poultry Farming: Software Architecture Framework and Online Zootechnical Diary for Monitoring and Collaborating on Hens’ Health",2019,"Communications in Computer and Information Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063429812&doi=10.1007%2f978-3-030-12998-9_14&partnerID=40&md5=4ca31fd753b3511104bc2d21a42bfad0","Livestock farming needs to reach superior productivity levels in an environmentally sustainable manner. In order to accelerate the development of the livestock industry, it is important to make optimal use of farming knowledge and provide farmers with adequate information technologies. This article describes the realisation of a precision livestock management information technology framework that can serve as a practical guide for the development of new and various livestock management software products. The business domain focus is on the egg industry with a detailed precision poultry farming example and real realization. The online platform specified hereafter as zootechnical diary delivers monitoring and collaborative capabilities to improve laying hens’ health and welfare at industrial poultry farms. It connects egg and breeding farms through cloud technologies to provide continuous data recording, automatic comparisons between actual and expected production indicators, e-networking and integrated data-flow between the two parties. Breeding farms benefit from enhanced competitiveness, improved supplier-client relationships, while egg farms enjoy management precision, timely feedback on animals’ health and economic benefits. © 2019, Springer Nature Switzerland AG.","Health of laying hens; Precision livestock farming; Precision poultry farming; Production indicators; Software-as-a-Service; ZooTechnical Diary","Health; Software as a service (SaaS); Architecture frameworks; Client relationships; Laying hens; Management information; Management software; Precision livestock farming; Precision poultry farming; ZooTechnical Diary; Agriculture"
"Ebinghaus A., Ivemeyer S., Knierim U.","Human and farm influences on dairy cows´ responsiveness towards humans – a cross-sectional study",2018,"PLoS ONE","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059250901&doi=10.1371%2fjournal.pone.0209817&partnerID=40&md5=e87abd6249adb217ceb5937988ef2d2e","The human-animal relationship can have a major impact on cow welfare and stockpersons´ work safety and quality. This cross-sectional study investigated possible effects of stockperson and farm related factors on cows´ behaviour towards humans in different test situations on a range of farm types including farms with automatic milking system. On 32 dairy farms, cows´ avoidance distances (AD), tolerance to tactile interactions (TTI), behavioural reactions during and after release from restraint (RB) and expressive behaviour by means of qualitative behaviour assessment (QBA) were recorded. Multiple regressions were calculated to analyse associations between the cows´ responses towards humans and factors of stockpersons´ attitudes, factors of human-animal contact and further herd and management characteristics. Positive attitudes towards cows were significantly associated with calmer cows in all test situations. Furthermore, different herd and management factors were related to individual variables of cows´ behaviour towards humans: for instance, the percentage of dehorned cows in the herd was associated with more fearful cows; the frequency of human-animal contact, manual feed provision, or selection for docility were associated with calmer cows. Explained variances were highest for the outcome variables AD and QBA. Directly or indirectly all factors remaining in the final models may be related to the amount and quality of human-animal contacts. Thus, the results suggest that on a broad range of different farm types a positive attitude and frequent human-animal contact can contribute to calmer cows in different interactions with humans in the barn. © 2018 Ebinghaus et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"agricultural land; animal experiment; article; avoidance behavior; behavior assessment; cow; cross-sectional study; female; herd; multiple regression; nonhuman; outcome assessment; outcome variable; welfare; agricultural worker; animal; bovine; cattle disease; cross-sectional study; dairying; human; Animals; Cattle; Cattle Diseases; Cross-Sectional Studies; Dairying; Farmers; Female; Humans"
"Salfer J.A., Siewert J.M., Endres M.I.","Housing, management characteristics, and factors associated with lameness, hock lesion, and hygiene of lactating dairy cattle on Upper Midwest United States dairy farms using automatic milking systems",2018,"Journal of Dairy Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048703602&doi=10.3168%2fjds.2017-13925&partnerID=40&md5=a881fa3c93bc3f18bb82e80d2bf59731","The objectives of this cross-sectional study were to describe housing and management practices on farms using automatic milking systems (AMS) in 2 states of the upper Midwest and to evaluate the association of various housing and management factors with 3 measures of animal welfare: prevalence of lameness, severe hock lesions, and dirty cows. Fifty-four farms were visited once to collect facility measurements and observations, interview the dairy producer, and score cows for locomotion, hock lesions, and hygiene. Median number of AMS units/farm was 2 (interquartile range = 1; range = 1 to 8). Factors concerning labor were the most commonly cited reason by dairy producers for making the transition to the AMS; additional commonly cited factors were an improvement in lifestyle and human health. Number of cows fetched per AMS, or manually brought to the AMS if not milked voluntarily, was 4.7 ± 2.3 cows/AMS per day (8% of cows) for free traffic flow farms and 3.3 ± 1.8 cows/AMS per day (5% of cows) for guided traffic flow farms. Cow resting surface was significantly associated with prevalence of lameness and severe lameness. Farms with sand-bedded freestalls (17.2%) and bedded packs (17.4%) had significantly lower lameness prevalence (score ≥3 on a 1 to 5 scale, with 1 = normal locomotion) than farms with mattress freestalls (30.5%), waterbeds (25.0%), and mattresses with access to pasture (22.6%). Farms with mattresses and access to pasture had similar lameness prevalence to farms with waterbeds, but were lower than farms with mattresses only. A somewhat similar result was found for severe lameness prevalence (score ≥4 on a 1 to 5 scale, with 1 = normal locomotion); farms with sand-bedded freestalls (2.8%), bedded packs (0.0%), and mattress freestalls with access to pasture (1.5%) had significantly lower prevalence than farms with mattresses (7.1%) or waterbeds (10.8%). Severe hock lesion prevalence (score = 3 on a 1 to 3 scale, with 1 = normal, 3 = swelling) in herds with sand-bedded freestalls, waterbeds, and bedded packs were similar and significantly lower than the prevalence in mattress-based freestalls. Cows housed in sand-bedded freestalls had significantly lower prevalence of dirty cows (score = 3 or 3.5 on a 1 to 5 scale, with 1 = clean) than those housed on mattresses and waterbeds, and had significantly lower prevalence of severely dirty cows (score = 4, 4.5 or 5 on a 1 to 5 scale, with 1 = clean) than all other housing systems except waterbeds, which was similar. Manure removal system (manual, automatic, or slatted floor) was significantly associated with prevalence of severely dirty cows; farms with manual scraping had lower prevalence of severely dirty cows than farms where alley scraping was practiced automatically or slatted floors were used. Dairy producers using AMS appeared to be successful with a variety of facility designs and management practices. Cow resting surface in AMS herds was associated with some animal health and welfare measurements. © 2018 American Dairy Science Association","automatic milking; lameness; robotic milking","agricultural land; animal; animal housing; animal lameness; bovine; cattle disease; cross-sectional study; dairying; female; hock; hoof and claw; hygiene; lactation; pathology; procedures; United States; Animals; Cattle; Cattle Diseases; Cross-Sectional Studies; Dairying; Farms; Female; Hoof and Claw; Housing, Animal; Hygiene; Lactation; Lameness, Animal; Tarsus, Animal; United States"
"Sutherland M.A., Lowe G.L., Huddart F.J., Waas J.R., Stewart M.","Measurement of dairy calf behavior prior to onset of clinical disease and in response to disbudding using automated calf feeders and accelerometers",2018,"Journal of Dairy Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048345366&doi=10.3168%2fjds.2017-14207&partnerID=40&md5=a0c4435fb530a7d1fef7b7b06ffd8eb1","We determined if feeding and lying behavior, recorded by automatic calf feeding systems (ACFS) and accelerometers, could be used to detect changes in behavior before onset of neonatal calf diarrhea (NCD) or in response to disbudding pain in dairy calves. At 4 d of age, 112 calves had accelerometers attached to their hind leg and were housed in pens with ACFS. Calves were examined daily for signs of illness or injury. Of the 112 calves monitored, 18 were diagnosed with NCD; activities of calves with NCD were then compared with those of 18 healthy controls (calves that had no symptoms of NCD, other illnesses, or injury). Feeding (milk consumption and the number of rewarded and unrewarded visits to the feeder) and lying behavior during the 5 d leading up to calves displaying clinical signs of NCD were analyzed. Calves with NCD performed fewer unrewarded visits and consumed less milk than healthy calves during the 2- and 4-d periods before diagnosis with NCD, respectively. Calves with NCD tended to perform fewer lying bouts than healthy calves over the 5-d period before diagnosis with NCD. At 3 wk of age, a subset of 51 healthy calves were allocated to 1 of 5 treatment groups: (1) sham handling (SHAM, n = 10), (2) cautery disbudding (DB, n = 11), (3) administration of local anesthetic (LA) and DB (LA+DB, n = 11), 4) administration of a nonsteroidal anti-inflammatory drug (NSAID) and DB (NSAID+DB, n = 9), and (5) administration of LA, NSAID and DB (LA+NSAID+DB, n = 10). Feeding and lying behavior were recorded continuously for 24 h pre- and postdisbudding. We found no effect of treatment on the number of rewarded or unrewarded visits to the feeder and milk volume consumed 24 h before administration of treatments. During the 24-h postdisbudding period, SHAM calves performed more unrewarded visits than DB, LA+DB, and NSAID+DB calves, but the number of unrewarded visits did not differ between SHAM and LA+NSAID+DB calves. During the first hour of the posttreatment period we noted a difference in lying times among treatments, with DB and NSAID+DB calves spending less time lying than SHAM calves and lying times being similar between SHAM, LA+DB, and LA+NSAID+DB calves. The ACFS and accelerometers have the potential to automatically gather valuable information regarding health status and pain in calves. Therefore, it may be advantageous to combine both of these measures (ACFS and accelerometers) when evaluating NCD on farm or pain in calves in future research. © 2018 American Dairy Science Association","automated measures; behavior; disbudding; feeding; welfare","local anesthetic agent; nonsteroid antiinflammatory agent; accelerometry; animal; animal behavior; bovine; cattle disease; diarrhea; local anesthesia; milk; procedures; surgery; veterinary medicine; Accelerometry; Anesthesia, Local; Anesthetics, Local; Animals; Anti-Inflammatory Agents, Non-Steroidal; Behavior, Animal; Cattle; Cattle Diseases; Diarrhea; Milk"
"McLennan K.M.","Why pain is still a welfare issue for farm animals, and how facial expression could be the answer",2018,"Agriculture (Switzerland)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052121190&doi=10.3390%2fagriculture8080127&partnerID=40&md5=771dd1abc08f920b234d0ddda0439d5c","Pain is a sensory and emotional experience that significantly affects animal welfare and has negative impacts on the economics of farming. Pain is often associated with common production diseases such as lameness and mastitis, as well as introduced to the animal through routine husbandry practices such as castration and tail docking. Farm animals are prey species which tend not to overtly express pain or weakness, making recognizing and evaluating pain incredibly difficult. Current methods of pain assessment do not provide information on what the animal is experiencing at that moment in time, only that its experience is having a long term negative impact on its behavior and biological functioning. Measures that provide reliable information about the animals’ affective state in that moment are urgently required; facial expression as a pain assessment tool has this ability. Automation of the detection and analysis of facial expression is currently in development, providing further incentive to use these methods in animal welfare assessment. © 2018 by the author. Licensee MDPI, Basel, Switzerland.","Facial expression; Pain; Production animals; Welfare",
"Saint-Dizier M., Chastant-Maillard S.","Potential of connected devices to optimize cattle reproduction",2018,"Theriogenology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030458008&doi=10.1016%2fj.theriogenology.2017.09.033&partnerID=40&md5=626ec7c09bac5b06e91d6c88eb5aad74","Estrus and calving are two major events of reproduction that benefit from connected devices because of their crucial importance in herd economics and the amount of time required for their detection. The objectives of this review are to: 1) provide an update on performances reached by sensor systems to detect estrus and calving time; 2) discuss current economic issues related to connected devices for the management of cattle reproduction; 3) propose perspectives for these devices. The main physiological parameters monitored separately or in combination by connected devices are the cow activity, body temperature and rumination or eating behavior. The combination of several indicators in one sensor may maximize the performances of estrus and calving detection. An effort remains to be made for the prediction of calvings that will require human assistance (dystocia). The main reasons to invest in connected devices are to optimize herd reproductive performances and reduce labor on farm. The economic benefit was evaluated for estrus detection and depends on the initial herd performances, herd size, labor cost and price of the equipment. Major issues associated with the use of automated sensor systems are the weight of financial investment, the lack of economic analysis and limited skills of the users to manage associated technologies. In the near future, connected devices may allow a precise phenotyping of reproductive and health traits on animals and could help to improve animal welfare and public perception of animal production. © 2017 Elsevier Inc.","Calving; Estrus; Monitoring; Prediction; Sensor","animal; animal behavior; birth; bovine; dairying; devices; economics; estrus; female; physiologic monitoring; physiology; pregnancy; procedures; reproduction; veterinary medicine; Animals; Behavior, Animal; Cattle; Dairying; Estrus Detection; Female; Monitoring, Physiologic; Parturition; Pregnancy; Reproduction"
"Morota G., Ventura R.V., Silva F.F., Koyama M., Fernando S.C.","Big data analytics and precision animal agriculture symposium: Machine learning and data mining advance predictive big data analysis in precision animal agriculture",2018,"Journal of Animal Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045581649&doi=10.1093%2fjas%2fsky014&partnerID=40&md5=14845a661990a91f341ede6463dc4cb5","Precision animal agriculture is poised to rise to prominence in the livestock enterprise in the domains of management, production, welfare, sustainability, health surveillance, and environmental footprint. Considerable progress has been made in the use of tools to routinely monitor and collect information from animals and farms in a less laborious manner than before. These efforts have enabled the animal sciences to embark on information technology-driven discoveries to improve animal agriculture. However, the growing amount and complexity of data generated by fully automated, high-throughput data recording or phenotyping platforms, including digital images, sensor and sound data, unmanned systems, and information obtained from real-time noninvasive computer vision, pose challenges to the successful implementation of precision animal agriculture. The emerging fields of machine learning and data mining are expected to be instrumental in helping meet the daunting challenges facing global agriculture. Yet, their impact and potential in “big data” analysis have not been adequately appreciated in the animal science community, where this recognition has remained only fragmentary. To address such knowledge gaps, this article outlines a framework for machine learning and data mining and offers a glimpse into how they can be applied to solve pressing problems in animal sciences. © The Author(s) 2018.","Big data; Data mining; Machine learning; Precision agriculture; Prediction","agriculture; animal; data mining; livestock; machine learning; Agriculture; Animals; Data Mining; Livestock; Machine Learning"
